participant	sent1	sent2	score
participant89	producer say favour and author does too	producer allege favour and author does too	4
participant89	map show location and site does too	map express location and site does too	6
participant89	justice try king and group does too	justice test king and group does too	4
participant89	table draw eye and festival does too	table attract eye and festival does too	7
participant89	court try offence and authority does too	court judge offence and authority does too	6
participant89	system meet requirement and object does too	system satisfy requirement and object does too	7
participant89	map show location and image does too	map picture location and image does too	6
participant89	parent draw line and artist does too	parent attract line and artist does too	3
participant89	government provide cash and company does too	government supply cash and company does too	7
participant89	company provide service and business does too	company leave service and business does too	3
participant89	court try case and expert does too	court judge case and expert does too	6
participant89	user write software and company does too	user publish software and company does too	5
participant89	judge try action and committee does too	judge judge action and committee does too	6
participant89	investor buy share and client does too	investor purchase share and client does too	7
participant89	magazine accept liability and cover does too	magazine receive liability and cover does too	5
participant89	politician buy election and government does too	politician bribe election and government does too	5
participant89	system run application and site does too	system operate application and site does too	7
participant89	child draw picture and author does too	child attract picture and author does too	2
participant89	people try Sniffing and user does too	people judge Sniffing and user does too	5
participant89	judge try action and teacher does too	judge judge action and teacher does too	6
participant89	magazine accept liability and document does too	magazine receive liability and document does too	5
participant89	demonstrator try building and company does too	demonstrator test building and company does too	5
participant89	patient draw figure and photograph does too	patient attract figure and photograph does too	2
participant89	family run hotel and business does too	family move hotel and business does too	2
participant89	man draw sword and artist does too	man depict sword and artist does too	6
participant89	report draw attention and programme does too	report attract attention and programme does too	7
participant89	shareholder accept offer and client does too	shareholder receive offer and client does too	6
participant89	company provide service and manufacturer does too	company leave service and manufacturer does too	3
participant89	user run application and site does too	user operate application and site does too	7
participant89	mother provide baby and father does too	mother leave baby and father does too	2
participant89	weapon buy chance and group does too	weapon bribe chance and group does too	3
participant89	student write name and pupil does too	student publish name and pupil does too	3
participant89	people run round and player does too	people operate round and player does too	4
participant89	people write letter and society does too	people spell letter and society does too	4
participant89	teacher write book and student does too	teacher publish book and student does too	5
participant89	government accept recommendation and council does too	government bear recommendation and council does too	5
participant89	child show interest and student does too	child express interest and student does too	7
participant89	supporter buy ticket and fan does too	supporter purchase ticket and fan does too	7
participant89	study show correlation and report does too	study express correlation and report does too	6
participant89	patient accept treatment and player does too	patient receive treatment and player does too	6
participant89	mother provide baby and father does too	mother supply baby and father does too	6
participant89	man say success and council does too	man state success and council does too	6
participant89	firm buy politician and council does too	firm purchase politician and council does too	7
participant89	man try experiment and researcher does too	man judge experiment and researcher does too	4
participant89	government accept recommendation and council does too	government receive recommendation and council does too	6
participant89	family run hotel and company does too	family move hotel and company does too	2
participant89	writer write book and association does too	writer publish book and association does too	6
participant89	user run application and site does too	user move application and site does too	4
participant89	people run company and board does too	people operate company and board does too	7
participant89	man write song and woman does too	man spell song and woman does too	3
participant89	system meet criterion and design does too	system satisfy criterion and design does too	7
participant89	people run round and team does too	people move round and team does too	4
participant89	survey say recovery and report does too	survey allege recovery and report does too	5
participant89	system provide facility and office does too	system supply facility and office does too	6
participant89	patient draw figure and scene does too	patient attract figure and scene does too	3
participant89	child draw picture and author does too	child depict picture and author does too	6
participant89	school provide education and industry does too	school leave education and industry does too	3
participant89	man try experiment and researcher does too	man test experiment and researcher does too	6
participant89	people try Sniffing and student does too	people judge Sniffing and student does too	5
participant89	user accept responsibility and player does too	user receive responsibility and player does too	5
participant89	scholar write book and group does too	scholar spell book and group does too	5
participant89	artist show work and photograph does too	artist express work and photograph does too	5
participant89	boy meet girl and family does too	boy visit girl and family does too	6
participant89	child write word and family does too	child publish word and family does too	3
participant89	parent draw line and man does too	parent depict line and man does too	5
participant89	supporter buy ticket and group does too	supporter purchase ticket and group does too	7
participant89	man try experiment and study does too	man test experiment and study does too	6
participant89	people say prayer and leader does too	people allege prayer and leader does too	3
participant89	representative meet official and staff does too	representative satisfy official and staff does too	2
participant89	artist show work and gallery does too	artist picture work and gallery does too	3
participant89	people try door and company does too	people test door and company does too	7
participant89	representative meet official and officer does too	representative satisfy official and officer does too	2
participant89	priest say prayer and group does too	priest state prayer and group does too	5
participant89	producer say favour and author does too	producer state favour and author does too	6
participant89	river meet sea and tourist does too	river visit sea and tourist does too	4
participant89	study show correlation and report does too	study picture correlation and report does too	5
participant89	child show interest and student does too	child picture interest and student does too	6
participant89	system meet criterion and product does too	system satisfy criterion and product does too	7
participant89	investor buy share and employee does too	investor purchase share and employee does too	7
participant89	government accept recommendation and commission does too	government receive recommendation and commission does too	5
participant89	report draw attention and programme does too	report depict attention and programme does too	5
participant89	man provide money and council does too	man supply money and council does too	7
participant89	survey say recovery and document does too	survey allege recovery and document does too	5
participant89	survey say recovery and document does too	survey state recovery and document does too	6
participant89	specialist write Papers and company does too	specialist publish Papers and company does too	6
participant89	male draw female and artist does too	male attract female and artist does too	4
participant89	people buy security and corporation does too	people purchase security and corporation does too	7
participant89	employee buy property and investor does too	employee purchase property and investor does too	7
participant89	patient draw figure and photograph does too	patient depict figure and photograph does too	6
participant89	weapon buy chance and player does too	weapon bribe chance and player does too	5
participant89	artist show work and photograph does too	artist picture work and photograph does too	5
participant89	family provide home and company does too	family leave home and company does too	3
participant89	proposal draw criticism and school does too	proposal attract criticism and school does too	6
participant89	family provide home and company does too	family supply home and company does too	7
participant89	map show location and image does too	map express location and image does too	5
participant89	user run application and people does too	user move application and people does too	2
participant89	spokesman say decision and government does too	spokesman allege decision and government does too	4
participant89	priest say mass and authority does too	priest state mass and authority does too	5
participant89	runway run parallel and line does too	runway operate parallel and line does too	3
participant89	speaker say word and chairman does too	speaker allege word and chairman does too	3
participant89	sweat run face and hand does too	sweat operate face and hand does too	2
participant89	study provide information and website does too	study supply information and website does too	7
participant89	producer say favour and judge does too	producer allege favour and judge does too	4
participant89	man say success and group does too	man allege success and group does too	5
participant89	study provide information and source does too	study supply information and source does too	7
participant89	service meet need and work does too	service satisfy need and work does too	7
participant89	people buy product and customer does too	people bribe product and customer does too	2
participant89	people buy security and user does too	people bribe security and user does too	3
participant89	mother provide baby and family does too	mother supply baby and family does too	6
participant89	employee buy property and company does too	employee purchase property and company does too	7
participant89	boy meet girl and family does too	boy satisfy girl and family does too	1
participant89	child show sign and man does too	child express sign and man does too	6
participant89	tribunal try crime and government does too	tribunal judge crime and government does too	6
participant89	priest say prayer and group does too	priest allege prayer and group does too	3
participant89	study provide evidence and information does too	study leave evidence and information does too	5
participant89	table show result and cell does too	table express result and cell does too	6
participant89	people say prayer and judge does too	people state prayer and judge does too	5
participant89	report draw attention and event does too	report depict attention and event does too	4
participant89	judge try action and committee does too	judge test action and committee does too	5
participant89	priest say mass and leader does too	priest allege mass and leader does too	3
participant89	court try case and expert does too	court test case and expert does too	6
participant89	lawyer accept conviction and document does too	lawyer receive conviction and document does too	5
participant89	system provide facility and business does too	system leave facility and business does too	2
participant89	government provide cash and council does too	government supply cash and council does too	7
participant89	woman draw hair and figure does too	woman attract hair and figure does too	3
participant89	writer write book and press does too	writer publish book and press does too	6
participant89	shiver run spine and music does too	shiver move spine and music does too	3
participant89	people try door and team does too	people test door and team does too	6
participant89	child meet house and woman does too	child satisfy house and woman does too	2
participant89	system run application and service does too	system operate application and service does too	7
participant89	system provide facility and business does too	system supply facility and business does too	7
participant89	spokesman say decision and government does too	spokesman state decision and government does too	6
participant89	people buy product and customer does too	people purchase product and customer does too	7
participant89	map show location and site does too	map picture location and site does too	6
participant89	people say success and commission does too	people state success and commission does too	6
participant89	scholar write book and group does too	scholar publish book and group does too	5
participant89	system meet criterion and design does too	system visit criterion and design does too	2
participant89	court try offence and committee does too	court test offence and committee does too	5
participant89	study show correlation and number does too	study picture correlation and number does too	6
participant93	child draw picture and painting does too	child depict picture and painting does too	5
participant93	lawyer accept conviction and man does too	lawyer bear conviction and man does too	4
participant93	government provide cash and council does too	government leave cash and council does too	3
participant93	child draw picture and author does too	child depict picture and author does too	6
participant93	representative meet official and officer does too	representative satisfy official and officer does too	2
participant93	speaker say word and chairman does too	speaker allege word and chairman does too	4
participant93	study show correlation and number does too	study express correlation and number does too	6
participant93	people write letter and university does too	people publish letter and university does too	4
participant93	justice try king and people does too	justice judge king and people does too	5
participant93	table draw eye and festival does too	table attract eye and festival does too	6
participant93	teacher write book and author does too	teacher spell book and author does too	3
participant93	figure show increase and committee does too	figure picture increase and committee does too	6
participant93	male draw female and city does too	male attract female and city does too	3
participant93	cinema show film and poster does too	cinema picture film and poster does too	5
participant93	man provide money and council does too	man supply money and council does too	7
participant93	machine run program and company does too	machine move program and company does too	5
participant93	man say success and council does too	man state success and council does too	7
participant93	beach meet standard and field does too	beach visit standard and field does too	5
participant93	people buy security and user does too	people bribe security and user does too	3
participant93	firm buy politician and government does too	firm bribe politician and government does too	5
participant93	map show area and book does too	map picture area and book does too	6
participant93	child show interest and student does too	child picture interest and student does too	3
participant93	survey say recovery and document does too	survey state recovery and document does too	7
participant93	politician buy election and government does too	politician purchase election and government does too	7
participant93	child meet house and man does too	child visit house and man does too	5
participant93	parent draw line and man does too	parent depict line and man does too	5
participant93	student write name and protester does too	student publish name and protester does too	5
participant93	judge try action and committee does too	judge judge action and committee does too	5
participant93	road run parallel and line does too	road move parallel and line does too	3
participant93	firm buy politician and council does too	firm purchase politician and council does too	7
participant93	man draw sword and statue does too	man attract sword and statue does too	2
participant93	people try Sniffing and student does too	people test Sniffing and student does too	5
participant93	woman draw hair and figure does too	woman depict hair and figure does too	6
participant93	employer provide training and firm does too	employer leave training and firm does too	2
participant93	model buy behaviour and consumer does too	model bribe behaviour and consumer does too	4
participant93	proposal draw criticism and school does too	proposal attract criticism and school does too	5
participant93	user write word and player does too	user publish word and player does too	5
participant93	map show location and site does too	map picture location and site does too	5
participant93	people say success and company does too	people state success and company does too	6
participant93	woman draw hair and illustration does too	woman attract hair and illustration does too	2
participant93	system meet criterion and design does too	system visit criterion and design does too	6
participant93	artist show work and gallery does too	artist picture work and gallery does too	6
participant93	boy meet girl and friend does too	boy satisfy girl and friend does too	2
participant93	claimant draw benefit and competition does too	claimant attract benefit and competition does too	3
participant93	map show location and site does too	map express location and site does too	6
participant93	mother provide baby and family does too	mother leave baby and family does too	1
participant93	sweat run face and hand does too	sweat move face and hand does too	2
participant93	man say success and group does too	man allege success and group does too	6
participant93	patient draw figure and photograph does too	patient attract figure and photograph does too	2
participant93	people buy product and customer does too	people purchase product and customer does too	7
participant96	family run hotel and business does too	family move hotel and business does too	1
participant96	man say success and group does too	man state success and group does too	7
participant96	supporter buy ticket and fan does too	supporter bribe ticket and fan does too	5
participant96	study provide information and website does too	study supply information and website does too	7
participant96	demonstrator try building and university does too	demonstrator test building and university does too	6
participant96	student meet requirement and registration does too	student visit requirement and registration does too	1
participant96	system provide facility and office does too	system supply facility and office does too	6
participant96	people run round and player does too	people operate round and player does too	6
participant96	mother provide baby and father does too	mother leave baby and father does too	1
participant96	map show area and photograph does too	map picture area and photograph does too	7
participant96	patient accept treatment and player does too	patient receive treatment and player does too	5
participant96	people buy house and family does too	people bribe house and family does too	1
participant96	representative meet official and staff does too	representative visit official and staff does too	5
participant96	man provide money and provider does too	man supply money and provider does too	7
participant96	student meet requirement and registration does too	student satisfy requirement and registration does too	6
participant96	government provide cash and council does too	government supply cash and council does too	7
participant96	road run parallel and line does too	road move parallel and line does too	1
participant96	employee buy property and company does too	employee bribe property and company does too	1
participant96	priest say prayer and man does too	priest state prayer and man does too	7
participant96	man say sentence and author does too	man state sentence and author does too	7
participant96	employer provide training and industry does too	employer supply training and industry does too	6
participant96	people run round and team does too	people operate round and team does too	6
participant96	patient draw figure and photograph does too	patient depict figure and photograph does too	5
participant96	system provide facility and business does too	system supply facility and business does too	6
participant96	employer provide training and firm does too	employer supply training and firm does too	6
participant96	patient accept treatment and family does too	patient receive treatment and family does too	4
participant96	politician buy election and government does too	politician purchase election and government does too	7
participant96	supporter buy ticket and fan does too	supporter purchase ticket and fan does too	7
participant96	government accept recommendation and council does too	government receive recommendation and council does too	6
participant96	male draw female and artist does too	male attract female and artist does too	1
participant96	machine run program and airline does too	machine operate program and airline does too	6
participant96	employee buy property and company does too	employee purchase property and company does too	7
participant96	people buy security and corporation does too	people purchase security and corporation does too	7
participant96	employee buy property and investor does too	employee purchase property and investor does too	7
participant96	parent draw line and artist does too	parent depict line and artist does too	4
participant96	speaker say word and chairman does too	speaker state word and chairman does too	7
participant96	people try door and team does too	people test door and team does too	6
participant96	firm buy politician and council does too	firm purchase politician and council does too	6
participant96	people buy product and consumer does too	people purchase product and consumer does too	7
participant96	user run application and people does too	user operate application and people does too	6
participant96	politician buy election and leader does too	politician bribe election and leader does too	6
participant96	court try offence and authority does too	court test offence and authority does too	4
participant96	study provide evidence and site does too	study supply evidence and site does too	7
participant96	people buy product and customer does too	people purchase product and customer does too	7
participant96	study provide evidence and site does too	study leave evidence and site does too	1
participant96	family provide home and company does too	family leave home and company does too	1
participant96	study provide information and source does too	study leave information and source does too	1
participant96	spokesman say decision and government does too	spokesman state decision and government does too	7
participant96	people run company and board does too	people operate company and board does too	6
participant96	family provide home and company does too	family supply home and company does too	6
participant96	family run hotel and company does too	family operate hotel and company does too	7
participant96	employer provide training and firm does too	employer leave training and firm does too	2
participant96	system provide facility and business does too	system leave facility and business does too	2
participant96	people buy house and family does too	people purchase house and family does too	7
participant96	representative meet official and staff does too	representative satisfy official and staff does too	1
participant96	justice try king and people does too	justice test king and people does too	7
participant96	student meet requirement and applicant does too	student satisfy requirement and applicant does too	7
participant96	cinema show film and office does too	cinema express film and office does too	1
participant96	man say success and group does too	man allege success and group does too	1
participant96	sweat run face and hand does too	sweat operate face and hand does too	1
participant96	machine run program and company does too	machine operate program and company does too	6
participant96	system meet criterion and design does too	system satisfy criterion and design does too	6
participant96	study provide information and website does too	study leave information and website does too	1
participant96	family provide home and group does too	family leave home and group does too	1
participant96	study provide evidence and information does too	study supply evidence and information does too	6
participant96	people run company and group does too	people operate company and group does too	7
participant96	weapon buy chance and group does too	weapon purchase chance and group does too	7
participant96	employer provide training and industry does too	employer leave training and industry does too	1
participant96	system meet requirement and object does too	system visit requirement and object does too	1
participant101	road run parallel and line does too	road operate parallel and line does too	2
participant101	child write word and father does too	child spell word and father does too	6
participant101	spokesman say decision and official does too	spokesman state decision and official does too	6
participant101	patient accept treatment and player does too	patient bear treatment and player does too	5
participant101	system provide facility and office does too	system supply facility and office does too	6
participant101	lawyer accept conviction and document does too	lawyer bear conviction and document does too	3
participant101	government accept recommendation and commission does too	government bear recommendation and commission does too	3
participant101	tribunal try crime and judge does too	tribunal judge crime and judge does too	6
participant101	patient draw figure and scene does too	patient depict figure and scene does too	6
participant101	machine run program and airline does too	machine move program and airline does too	5
participant101	study provide information and website does too	study supply information and website does too	6
participant101	user accept responsibility and player does too	user receive responsibility and player does too	2
participant101	scholar write book and group does too	scholar spell book and group does too	4
participant101	artist show work and photograph does too	artist express work and photograph does too	4
participant101	member accept share and staff does too	member bear share and staff does too	4
participant101	parent draw line and man does too	parent attract line and man does too	2
participant101	court try case and inspector does too	court judge case and inspector does too	7
participant101	parent draw line and man does too	parent depict line and man does too	3
participant101	employer provide training and firm does too	employer supply training and firm does too	7
participant101	management accept responsibility and company does too	management bear responsibility and company does too	7
participant101	child show interest and parent does too	child express interest and parent does too	7
participant101	model buy behaviour and user does too	model purchase behaviour and user does too	7
participant101	claimant draw benefit and group does too	claimant attract benefit and group does too	3
participant101	government provide cash and company does too	government leave cash and company does too	4
participant101	study show correlation and report does too	study picture correlation and report does too	6
participant101	boy meet girl and friend does too	boy satisfy girl and friend does too	2
participant101	weapon buy chance and player does too	weapon purchase chance and player does too	6
participant101	map show area and photograph does too	map express area and photograph does too	3
participant101	child draw picture and painting does too	child attract picture and painting does too	2
participant101	demonstrator try building and university does too	demonstrator judge building and university does too	4
participant101	man write song and woman does too	man publish song and woman does too	5
participant101	management accept responsibility and company does too	management receive responsibility and company does too	5
participant101	people run round and player does too	people operate round and player does too	6
participant101	government accept recommendation and commission does too	government receive recommendation and commission does too	5
participant101	specialist write Papers and company does too	specialist spell Papers and company does too	6
participant101	poll show support and majority does too	poll picture support and majority does too	6
participant101	man provide money and council does too	man supply money and council does too	7
participant101	child show interest and parent does too	child picture interest and parent does too	6
participant101	child meet house and man does too	child satisfy house and man does too	2
participant101	child meet house and man does too	child visit house and man does too	2
participant101	specialist write Papers and company does too	specialist publish Papers and company does too	5
participant101	government accept recommendation and council does too	government receive recommendation and council does too	3
participant101	table draw eye and site does too	table attract eye and site does too	3
participant101	shiver run spine and music does too	shiver operate spine and music does too	3
participant101	people buy security and corporation does too	people purchase security and corporation does too	7
participant101	family run hotel and company does too	family operate hotel and company does too	6
participant101	man provide money and provider does too	man leave money and provider does too	5
participant101	speaker say word and author does too	speaker state word and author does too	6
participant101	people buy security and corporation does too	people bribe security and corporation does too	5
participant101	school provide education and association does too	school leave education and association does too	2
participant101	poll show support and majority does too	poll express support and majority does too	6
participant101	figure show increase and report does too	figure express increase and report does too	6
participant101	user accept responsibility and woman does too	user receive responsibility and woman does too	2
participant101	government accept proposal and document does too	government receive proposal and document does too	4
participant101	proposal draw criticism and school does too	proposal attract criticism and school does too	6
participant101	family provide home and company does too	family supply home and company does too	6
participant101	member accept share and staff does too	member receive share and staff does too	4
participant101	people run company and group does too	people move company and group does too	3
participant101	man try experiment and researcher does too	man judge experiment and researcher does too	3
participant101	school provide education and industry does too	school supply education and industry does too	7
participant101	people run company and group does too	people operate company and group does too	4
participant101	cinema show film and office does too	cinema picture film and office does too	5
participant101	child write word and father does too	child publish word and father does too	4
participant101	man provide money and council does too	man leave money and council does too	5
participant101	member accept share and employee does too	member bear share and employee does too	3
participant101	artist show work and gallery does too	artist express work and gallery does too	4
participant101	employer provide training and firm does too	employer leave training and firm does too	2
participant101	study provide information and source does too	study supply information and source does too	7
participant101	justice try king and group does too	justice test king and group does too	3
participant101	user accept responsibility and player does too	user bear responsibility and player does too	7
participant101	producer say favour and judge does too	producer state favour and judge does too	6
participant101	people buy product and customer does too	people bribe product and customer does too	2
participant101	service meet need and product does too	service satisfy need and product does too	7
participant101	claimant draw benefit and group does too	claimant depict benefit and group does too	2
participant101	man write song and people does too	man publish song and people does too	5
participant101	parent draw line and artist does too	parent attract line and artist does too	3
participant101	writer write book and association does too	writer spell book and association does too	5
participant101	people buy security and user does too	people bribe security and user does too	2
participant101	employee buy property and company does too	employee purchase property and company does too	7
participant101	lawyer accept conviction and man does too	lawyer bear conviction and man does too	5
participant101	system meet requirement and object does too	system visit requirement and object does too	2
participant101	child show sign and man does too	child express sign and man does too	6
participant101	people try door and team does too	people test door and team does too	6
participant101	politician buy election and government does too	politician bribe election and government does too	6
participant101	shareholder accept offer and employee does too	shareholder receive offer and employee does too	5
participant101	people buy product and consumer does too	people bribe product and consumer does too	1
participant101	people say success and company does too	people allege success and company does too	5
participant101	study provide evidence and information does too	study leave evidence and information does too	6
participant101	sweat run face and tear does too	sweat move face and tear does too	3
participant101	user write software and company does too	user publish software and company does too	5
participant101	magazine accept liability and document does too	magazine receive liability and document does too	5
participant101	study provide information and website does too	study leave information and website does too	5
participant101	system provide facility and office does too	system leave facility and office does too	1
participant101	priest say mass and leader does too	priest allege mass and leader does too	3
participant101	study provide evidence and information does too	study supply evidence and information does too	7
participant101	student write name and protester does too	student spell name and protester does too	7
participant101	shareholder accept offer and client does too	shareholder receive offer and client does too	3
participant101	user run application and site does too	user operate application and site does too	6
participant101	runway run parallel and line does too	runway move parallel and line does too	2
participant101	study show correlation and number does too	study express correlation and number does too	6
participant101	road run parallel and line does too	road move parallel and line does too	2
participant101	government accept proposal and committee does too	government receive proposal and committee does too	4
participant101	people write letter and university does too	people spell letter and university does too	4
participant101	woman draw hair and figure does too	woman attract hair and figure does too	3
participant101	teacher write book and student does too	teacher publish book and student does too	3
participant101	writer write book and press does too	writer publish book and press does too	6
participant101	child show interest and student does too	child express interest and student does too	7
participant101	patient accept treatment and player does too	patient receive treatment and player does too	6
participant101	claimant draw benefit and competition does too	claimant depict benefit and competition does too	1
participant101	mother provide baby and father does too	mother supply baby and father does too	7
participant101	system meet criterion and product does too	system satisfy criterion and product does too	7
participant101	man say success and council does too	man state success and council does too	6
participant101	company provide service and business does too	company supply service and business does too	7
participant101	artist show work and photograph does too	artist picture work and photograph does too	6
participant101	government accept proposal and committee does too	government bear proposal and committee does too	3
participant101	map show area and book does too	map express area and book does too	5
participant101	mother provide baby and family does too	mother leave baby and family does too	6
participant101	system provide facility and business does too	system supply facility and business does too	7
participant101	specialist write Papers and journal does too	specialist publish Papers and journal does too	6
participant101	map show location and site does too	map picture location and site does too	3
participant101	system meet criterion and design does too	system visit criterion and design does too	2
participant101	member accept share and employee does too	member receive share and employee does too	5
participant101	people write letter and society does too	people publish letter and society does too	6
participant101	teacher write book and author does too	teacher publish book and author does too	5
participant101	company provide service and manufacturer does too	company supply service and manufacturer does too	7
participant103	survey say recovery and report does too	survey state recovery and report does too	7
participant103	spokesman say decision and official does too	spokesman state decision and official does too	7
participant103	patient accept treatment and player does too	patient bear treatment and player does too	6
participant103	lawyer accept conviction and document does too	lawyer bear conviction and document does too	5
participant103	people write letter and university does too	people publish letter and university does too	7
participant103	justice try king and group does too	justice judge king and group does too	6
participant103	employee buy property and company does too	employee bribe property and company does too	6
participant103	society accept charge and people does too	society receive charge and people does too	7
participant103	lawyer accept conviction and man does too	lawyer receive conviction and man does too	7
participant103	member accept share and staff does too	member bear share and staff does too	6
participant103	scholar write book and commission does too	scholar publish book and commission does too	7
participant103	male draw female and city does too	male depict female and city does too	7
participant103	machine run program and airline does too	machine operate program and airline does too	7
participant103	male draw female and artist does too	male depict female and artist does too	7
participant103	table show result and number does too	table express result and number does too	7
participant103	model buy behaviour and user does too	model purchase behaviour and user does too	7
participant103	people buy house and buyer does too	people purchase house and buyer does too	7
participant103	report draw attention and event does too	report attract attention and event does too	7
participant103	man say sentence and author does too	man state sentence and author does too	7
participant103	people buy house and buyer does too	people bribe house and buyer does too	7
participant103	people try Sniffing and user does too	people test Sniffing and user does too	7
participant103	employer provide training and industry does too	employer supply training and industry does too	7
participant103	study provide information and source does too	study leave information and source does too	7
participant103	map show area and photograph does too	map express area and photograph does too	7
participant103	runway run parallel and railroad does too	runway move parallel and railroad does too	7
participant103	shareholder accept offer and employee does too	shareholder receive offer and employee does too	7
participant103	man say sentence and law does too	man state sentence and law does too	7
participant103	people try door and team does too	people judge door and team does too	7
participant103	poll show support and majority does too	poll picture support and majority does too	7
participant103	man draw sword and artist does too	man attract sword and artist does too	7
participant103	representative meet official and officer does too	representative visit official and officer does too	7
participant103	firm buy politician and government does too	firm bribe politician and government does too	7
participant103	family provide home and group does too	family supply home and group does too	7
participant103	runway run parallel and railroad does too	runway operate parallel and railroad does too	7
participant103	government provide cash and company does too	government leave cash and company does too	7
participant103	table draw eye and site does too	table attract eye and site does too	5
participant103	shiver run spine and music does too	shiver operate spine and music does too	7
participant103	priest say mass and leader does too	priest state mass and leader does too	7
participant103	child write word and family does too	child spell word and family does too	6
participant103	woman draw hair and figure does too	woman depict hair and figure does too	7
participant103	user accept responsibility and woman does too	user receive responsibility and woman does too	7
participant103	user write word and player does too	user publish word and player does too	7
participant103	user write software and team does too	user publish software and team does too	7
participant103	demonstrator try building and university does too	demonstrator test building and university does too	7
participant103	people run company and group does too	people operate company and group does too	7
participant103	proposal draw criticism and school does too	proposal depict criticism and school does too	7
participant103	user write software and team does too	user spell software and team does too	6
participant103	service meet need and work does too	service visit need and work does too	7
participant103	representative meet official and officer does too	representative satisfy official and officer does too	7
participant103	representative meet official and staff does too	representative visit official and staff does too	6
participant103	user accept responsibility and player does too	user bear responsibility and player does too	6
participant103	service meet need and product does too	service satisfy need and product does too	7
participant103	people buy security and corporation does too	people bribe security and corporation does too	6
participant103	cinema show film and poster does too	cinema picture film and poster does too	7
participant103	sight meet eye and pupil does too	sight satisfy eye and pupil does too	7
participant103	sight meet eye and doctor does too	sight satisfy eye and doctor does too	7
participant103	management accept responsibility and people does too	management receive responsibility and people does too	7
participant103	lawyer accept conviction and man does too	lawyer bear conviction and man does too	6
participant103	student meet requirement and applicant does too	student visit requirement and applicant does too	6
participant103	child show sign and patient does too	child express sign and patient does too	7
participant103	man try experiment and study does too	man judge experiment and study does too	7
participant103	poll show support and group does too	poll picture support and group does too	7
participant103	firm buy politician and council does too	firm bribe politician and council does too	7
participant103	people say success and company does too	people allege success and company does too	7
participant103	family run hotel and business does too	family operate hotel and business does too	7
participant103	government provide cash and council does too	government leave cash and council does too	6
participant103	service meet need and product does too	service visit need and product does too	6
